Source	EE ID	Occupation	Political rank	Military rank	RecipientLetterCount by EE ID	AuthorLetterCount by EE ID	Total Letters	Full Name	Full Name Reversed	Particule?	Aristo title	Clerical title	Wikipedia URL	VIAF ID	VIAF URL	Wikipedia Image Link	Knowledge Network	Social Network	Professional Network	Religious Network	Academies	Royal Academy	Institut de France	Academy_single	Academy_single_provincial	Salons	GenderGroup	Nationality	Birth Date	Birth Year	Death Date	Death Year	Birth City	Birth Country	Death City	Death Country
EE	jolyoprosp002104	"academy member,poet,author,playwright"	censor		2	1	3	Prosper Jolyot de Crébillon	"Jolyot de Crébillon, Prosper"	Yes			http://en.wikipedia.org/wiki/Prosper_Jolyot_de_Crébillon	93518336	http://viaf.org/93518336	http://upload.wikimedia.org/wikipedia/commons/a/a8/Cr%C3%A9billon_P%C3%A8re_2.jpg	Letters_Literary		Cultural		"French Academy, Academy of Rouen"	Yes				Lambert_Nevers	Male	French	2/15/1674	1674	6/17/1762	1762	Dijon	France		unknown
EE	lerigjeanf002160	"diplomat,academy member"	diplomat		2	0	2	Jean François Lériget de La Faye	"Lériget de La Faye, Jean François"	Yes			http://en.wikipedia.org/wiki/Jean-François_Leriget_de_La_Faye	66458578	http://viaf.org/66458578		"Letters_Literary, Collector"	"Government, Elite, Court"	Cultural		French Academy	Yes		Yes		Lambert_Nevers	Male	French	1674-00-00	1674	7/11/1731	1731	Vienne	France	Paris	France
EE	lefevmadel002247	aristocrat			1	0	1	"Madeleine Charlotte Émilie Le Fèvre de Caumartin, marquise de Balleroy"	"Le Fèvre de Caumartin, Madeleine Charlotte Émilie, marquise de Balleroy"	Yes	marquise						Collector	"Aristocracy, Elite"									Female	French	1674-00-00	1674	1749-00-00	1749		France		unknown
EE	barbejean0000185	"author,legal writer"			0	2	2	Jean Barbeyrac	"Barbeyrac, Jean"				http://en.wikipedia.org/wiki/Jean_Barbeyrac	36929049	http://viaf.org/36929049		Letters_Literary		Legal								Male	French	3/15/1674	1674	3/3/1744	1744	Béziers	France	Groningen	Netherlands
EE	lenglnicol002315	"historian,author,geographer,philosopher"			0	1	1	Nicolas Lenglet Du Fresnoy	"Lenglet Du Fresnoy, Nicolas"					100003543	http://viaf.org/100003543		"Letters_Literary, Letters_Philosophical"	Government								"Encyclopedistes, Graffigny_dEnfer?"	Male	French	10/5/1674	1674	1/16/1755	1755	Beauvais	France	Paris	France
EE	jolydguill002099	magistrate	magistrate		2	6	8	Guillaume François Joly de Fleury	"Joly de Fleury, Guillaume François"	Yes				64790074	http://viaf.org/64790074			Government	Legal								Male	French	1675-00-00	1675	1756-00-00	1756		France		unknown
EE	marchprosp002476	"scholar,journalist,publisher"			6	2	8	Prosper Marchand	"Marchand, Prosper"					100200935	http://viaf.org/100200935		"Letters_Literary, Letters_Antiquarian"		"Cultural, Publishing"								Male	French	1675-00-00	1675	1756-00-00	1756	Guise	France	Amsterdam	Netherlands
EE	boyerjeanf000409	"academy member,preacher,tutor"			2	0	2	"Jean François Boyer, évêque de Mirepoix"	"Boyer, Jean François, évêque de Mirepoix"	Yes		évêque	http://fr.wikipedia.org/wiki/Jean-Fran%C3%A7ois_Boyer_(%C3%A9v%C3%AAque)				Letters_Religious	Court	Education	Catholic_Clergy	"French Academy, Académie des sciences, Academy of Inscriptions"	Yes				"Lespinasse?, Necker_ControleGeneral?"	Male	French	3/12/1675	1675	8/20/1755	1755	Paris	France		unknown
EE	roquejeann003016	aristocrat			0	0	0	"Jeanne Angélique Roque de Varengeville, duchesse de Villars"	"Roque de Varengeville, Jeanne Angélique, duchesse de Villars"	Yes	duchesse							"Aristocracy, Elite"								"Graffigny, Richelieu_Arcueil, Lambert_Nevers"	Female	French	1675-00-00	1675	1765-00-00	1765		France		unknown
EE	bonneclaud000666	"army officer,soldier,adventurer"		officer	0	1	1	"Claude Alexandre de Bonneval, comte de Bonneval"	"Bonneval, Claude Alexandre de, comte de Bonneval"	Yes	comte		http://en.wikipedia.org/wiki/Claude_Alexandre_de_Bonneval	19812753	http://viaf.org/19812753	upload.wikimedia.org/wikipedia/commons/thumb/3/34/Bonneval-pasha.jpg/250px-Bonneval-pasha.jpg		"Military, Government, Aristocracy"								Prie	Male	French	7/14/1675	1675	3/23/1747	1747		France	Istanbul	Turkey
EE	deschmarie001289	aristocrat			0	2	2	"Marie Claire St John, Viscountess Bolingbroke"	"St John, Marie Claire, Viscountess Bolingbroke"		vicomtesse			170867935	http://viaf.org/170867935			Aristocracy									Female	French	12/9/1675	1675	3/18/1750	1750		France	London	England
EE	bourbannel000907	"aristocrat,conspirator"			20	1	21	"Anne Louise Bénédicte de Bourbon-Condé, duchesse Du Maine"	"Bourbon-Condé, Anne Louise Bénédicte de, duchesse Du Maine"	Yes	duchesse							"Aristocracy, Elite"								"Sceaux, Richelieu_Arcueil, Lambert_Nevers"	Female	French	11/8/1676	1676	1/23/1753	1753		France		unknown
EE	poreecharl002874	"scholar,priest,playwright"			5	1	6	Charles Porée	"Porée, Charles"								"Letters_Literary, Letters_Antiquarian"		"Cultural, Education"								Male	French	1676-00-00	1676	12/9/1741	1741		France	Paris	France
EE	chesncesar000631	"philosopher,grammarian"			1	1	2	César Chesneau Dumarsais	"Chesneau Dumarsais, César"				http://en.wikipedia.org/wiki/César_Chesneau_Dumarsais	46760279	http://viaf.org/46760279		"Letters_Literary, Letters_Philosophical"									Encyclopedistes	Male	French	7/17/1676	1676	6/11/1756	1756	Marseilles	France	Paris	France
EE	duragjacqu024262	"army officer,soldier"		officer	0	1	1	Jacques François Du Raget de Champbonin	"Du Raget de Champbonin, Jacques François"	Yes								Military									Male	French	1676-00-00	1676	1748-00-00	1748		France		unknown
EE	riccoluigi002965	"author,actor"			0	1	1	Luigi Riccoboni	"Riccoboni, Luigi"					2479973	http://viaf.org/2479973		Letters_Literary		"Artist, Cultural"								Male	French	1676-00-00	1676	1753-00-00	1753		France		unknown
EE	titonevera003326	"historian,author"			4	1	5	Everard Titon Du Tillet	"Titon Du Tillet, Everard"								Letters_Literary	Military			Academy of La Rochelle			Yes	Yes		Male	French	1/16/1677	1677	12/26/1762	1762	Paris	France	Paris	France
EE	langujeanj002209	"religious controversialist,author,churchman"			0	1	1	"Jean Joseph Languet de La Villeneuve de Gergy, archevêque de Sens"	"Languet de La Villeneuve de Gergy, Jean Joseph, archevêque de Sens"	Yes		archevêque	http://en.wikipedia.org/wiki/Jean-Joseph_Languet_de_Gergy	89176995	http://viaf.org/89176995	upload.wikimedia.org/wikipedia/commons/thumb/6/65/Jean-Joseph_Languet_de_Gergy.jpg/200px-Jean-Joseph_Languet_de_Gergy.jpg	"Letters_Literary, Letters_Religious"		Cultural	Catholic_Clergy	French Academy	Yes		Yes			Male	French	8/25/1677	1677	5/11/1753	1753		France		unknown
EE	dortojeanj001339	"academy member,scientist,astronomer,physicist"			21	6	27	Jean Jacques Dortous de Mairan	"Dortous de Mairan, Jean Jacques"	Yes			http://en.wikipedia.org/wiki/Jean-Jacques_d'Ortous_de_Mairan	25409673	http://viaf.org/25409673	upload.wikimedia.org/wikipedia/commons/thumb/9/90/Miger_-_Dortous_de_Mairan.jpg/150px-Miger_-_Dortous_de_Mairan.jpg	"Sciences_Mathematical, Sciences"	Government	Cultural		"Académie des sciences, Royal Society, Royal Swedish Academy of Sciences, Academy of Rouen, Academy of Bordeaux, Société de Béziers"	Yes				"Tencin_Honore, Tencin_Vivienne, Geoffrin, Chatelet_Lambert, Lambert_Nevers"	Male	French	11/26/1678	1678	2/20/1771	1771	Béziers	France	Paris	France
EE	labripierr001034	"lawyer,civil servant"			2	1	3	"Pierre Arnaud de La Briffe, marquis de Ferrières"	"La Briffe, Pierre Arnaud de, marquis de Ferrières"	Yes	marquis							"Government, Aristocracy"	Legal								Male	French	7/21/1678	1678	4/7/1740	1740		France	Ferrières-en-Brie	France
EE	noailadrie000045	"general,army officer,soldier"		high-ranking_general	1	2	3	"Adrien Maurice de Noailles, duc de Noailles"	"Noailles, Adrien Maurice de, duc de Noailles"	Yes	duc		http://en.wikipedia.org/wiki/Adrien_Maurice_de_Noailles	24652748	http://viaf.org/24652748			"Aristocracy, Military, Government"								Lambert_Nevers	Male	French	1678-00-00	1678	1766-00-00	1766		France		unknown
EE	guerejeanl024179	theologian			0	2	2	Jean Louis Gabriel Guéret	"Guéret, Jean Louis Gabriel"								Letters_Religious										Male	French	1678-00-00	1678	1759-00-00	1759		unknown		unknown
EE	abauzfirmi000019	"theologian,biblical scholar,scholar"			3	3	6	Firmin Abauzit	"Abauzit, Firmin"				http://en.wikipedia.org/wiki/Firmin_Abauzit	24642440	http://viaf.org/24642440	upload.wikimedia.org/wikipedia/en/thumb/d/de/Firmin-Abauzit.jpg/150px-Firmin-Abauzit.jpg	"Letters_Religious, Letters_Literary, Sciences_Mathematical"		Cultural								Male	French	11/11/1679	1679	3/20/1767	1767	Uzès	France	Geneva	Switzerland
EE	beauvmarc0000884	prince			1	2	3	"Marc de Beauvau, prince de Beauvau-Craon"	"Beauvau, Marc de, prince de Beauvau-Craon"	Yes	prince							"Aristocracy, Elite, Government"									Male	French	4/29/1679	1679	3/10/1754	1754		France		unknown
EE	lorraannem001107	prince			1	0	1	"Anne Marie Joseph de Lorraine, prince de Guise"	"Lorraine, Anne Marie Joseph de, prince de Guise"	Yes	prince							"Aristocracy, Elite"									Male	French	4/30/1679	1679	1739-00-00	1739		France		unknown
EE	gueripierr001851	"statesman,churchman"	minister		0	1	1	"Pierre Guérin, cardinal de Tencin"	"Guérin, Pierre, cardinal de Tencin"	Yes		cardinal	http://en.wikipedia.org/wiki/Pierre_Guérin_de_Tencin	64134252	http://viaf.org/64134252	http://upload.wikimedia.org/wikipedia/commons/0/05/Pierre-Paul_Gu%C3%A9rin_Cardinal_De_Tencin_%28archev%C3%AAque_de_Lyon%29.jpg		"Elite, Aristocracy, Government"		Catholic_High-ranking officials						"Tencin, Lespinasse"	Male	French	8/22/1679	1679	3/2/1758	1758		unknown		unknown
EE	troyjeanf0001225	"painter,artist,tapestry designer"			0	0	0	Jean François de Troy	"Troy, Jean François de"	Yes			http://en.wikipedia.org/wiki/Jean_François_de_Troy	14779579	http://viaf.org/14779579				"Artist, Artisan, Cultural"								Male	French	1679-01-00	1679	1/26/1752	1752	Paris	France	Rome	Italy
EE	nericphili002646	"diplomat,academy member,actor,playwright"	diplomat		6	3	9	Philippe Néricault Destouches	"Néricault Destouches, Philippe"				http://en.wikipedia.org/wiki/Philippe_Néricault_Destouches	9873492	http://viaf.org/9873492	http://upload.wikimedia.org/wikipedia/commons/d/d7/Nicolas_de_Largilli%C3%A8re%2C_Portrait_de_Philippe_N%C3%A9ricault_Destouches_%281741%29.jpg	Letters_Literary		"Artist, Cultural"		French Academy	Yes		Yes		Graffigny_dEnfer	Male	French	4/9/1680	1680	7/4/1754	1754	Tours	France		unknown
EE	levasmarie023354	civil servant's wife			1	1	2	Marie Levasseur	"Levasseur, Marie"																		Female	French	1680-00-00	1680	1766-00-00	1766		France		unknown
EE	ravotnicol002930	"magistrate,civil servant"	magistrate		2	0	2	Nicolas Jean Baptiste Ravot d'Ombreval	"Ravot d'Ombreval, Nicolas Jean Baptiste"	Yes				107072227	http://viaf.org/107072227		Political economy	Government	Legal								Male	French	9/28/1680	1680	10/18/1729	1729		France		unknown
EE	castimarie000935	princess			1	0	1	"Marie Louise Chrétienne de Castille Jeannin de Montjeu, princesse de Guise"	"Castille Jeannin de Montjeu, Marie Louise Chrétienne de, princesse de Guise"	Yes	princesse							"Aristocracy, Elite"									Female	French	1680-00-00	1680	1736-00-00	1736		France		unknown
EE	saintarman003638	diplomat	diplomat		1	0	1	"Armand Louis de Saint-George, comte de Marsay"	"Saint-George, Armand Louis de, comte de Marsay"	Yes	comte							"Government, Elite, Aristocracy"									Male	French	6/25/1680	1680	12/29/1762	1762	Château de Marsay (Marçay)	France	Changins	Switzerland
EE	larocmiche025637	"journalist,literary critic"			0	0	0	Michel de La Roche	"La Roche, Michel de"	Yes							Letters_Literary		Cultural								Male	French	1680-00-00	1680	1742-04-00	1742	Châtellerault	France	London	England
EE	thoulpierr003318	"academy member,grammarian"			54	20	74	Pierre Joseph Thoulier d'Olivet	"Thoulier d'Olivet, Pierre Joseph"	Yes			http://en.wikipedia.org/wiki/Pierre-Joseph_Thoulier_d'Olivet	99337414	http://viaf.org/99337414	upload.wikimedia.org/wikipedia/commons/thumb/c/c2/L%27abb%C3%A9_d%27Olivet_after_Carle_van_Loo.jpg/220px-L%27abb%C3%A9_d%27Olivet_after_Carle_van_Loo.jpg	Letters_Literary		Cultural	Catholic_Clergy	French Academy	Yes		Yes		Dupin	Male	French	4/1/1682	1682	10/8/1768	1768	Salins-les-Bains	France	Paris	France
EE	chapevicto023132	"aristocrat,civil servant"			3	0	3	"Victor Amédée Chapel, comte de Saint-Laurent"	"Chapel, Victor Amédée, comte de Saint-Laurent"	Yes	comte							"Aristocracy, Government"									Male	French	1682-00-00	1682	1756-00-00	1756		France		unknown
EE	colbemargu000699	aristocrat			2	0	2	"Marguerite Thérèse Colbert de Croissy, duchesse de Saint-Pierre"	"Colbert de Croissy, Marguerite Thérèse, duchesse de Saint-Pierre"	Yes	duchesse							"Aristocracy, Elite"									Female	French	1682-00-00	1682	1769-00-00	1769		France		unknown
EE	branclouis002375	aristocrat			1	0	1	"Louis Antoine de Brancas, duc de Brancas-Villars"	"Brancas, Louis Antoine de, duc de Brancas-Villars"	Yes	duc							"Aristocracy, Elite"								"Brancas, Richelieu_Arcueil"	Male	French	1682-00-00	1682	1760-00-00	1760		France		unknown
EE	dureypierr023468	financier			1	0	1	Pierre Durey d'Harnoncourt	"Durey d'Harnoncourt, Pierre"	Yes								Elite	Finance-banking								Male	French	1682-00-00	1682	1765-00-00	1765		France		unknown
EE	klingmarie001027	aristocrat			66	0	66	"Marie Ursule de Klinglin, comtesse de Lutzelbourg"	"Klinglin, Marie Ursule de, comtesse de Lutzelbourg"	Yes	comtesse							"Aristocracy, Elite"									Female	French	1683-00-00	1683	1765-00-00	1765	Sélestat	France	Strasbourg	France
EE	lamoiguill024174	statesman	minister		4	2	6	Guillaume de Lamoignon de Blancmesnil	"Lamoignon de Blancmesnil, Guillaume de"	Yes			http://en.wikipedia.org/wiki/Guillaume_de_Lamoignon_de_Blancmesnil	84162644	http://viaf.org/84162644	http://upload.wikimedia.org/wikipedia/commons/0/0c/Guillaume_de_Lamoignon_de_Blancmesnil.jpg		"Government, Aristocracy"	Legal								Male	French	1683-00-00	1683	1772-00-00	1772	Paris	France		unknown
EE	laporjeang023551	diplomat	diplomat		5	0	5	Jean Gabriel La Porte Du Theil	"La Porte Du Theil, Jean Gabriel"									Government									Male	French	1683-00-00	1683	1755-00-00	1755		France		unknown
EE	lamoiguill004607	magistrate	magistrate		4	0	4	Guillaume de Lamoignon de Malesherbes	"Lamoignon de Malesherbes, Guillaume de"	Yes			http://en.wikipedia.org/wiki/Guillaume-Chr%C3%A9tien_de_Lamoignon_de_Malesherbes	73870973	http://viaf.org/viaf/73870973/			Government	Legal								Male	French	1683-00-00	1683	1772-00-00	1772	Paris	France		unknown
"EE, CNRS-D"	rameajeanp002918	composer			2	0	2	Jean Philippe Rameau	"Rameau, Jean Philippe"				http://en.wikipedia.org/wiki/Jean-Philippe_Rameau	39563041	http://viaf.org/39563041	upload.wikimedia.org/wikipedia/commons/thumb/9/98/Attribu%C3%A9_%C3%A0_Joseph_Aved%2C_Portrait_de_Jean-Philippe_Rameau_%28vers_1728%29_-_001.jpg/200px-Attribu%C3%A9_%C3%A0_Joseph_Aved%2C_Portrait_de_Jean-Philippe_Rameau_%28vers_1728%29_-_001.jpg	Letters_Literary		"Artist, Cultural"		Academy of Dijon			Yes	Yes		Male	French	9/25/1683	1683	9/12/1764	1764	Dijon	France	Paris	France
EE	protiannec023901	gentlewoman			0	0	0	Anne Catherine Protin de Barbarat	"Protin de Barbarat, Anne Catherine"	Yes								"Elite, Aristocracy"								Graffigny	Female	French	1683-00-00	1683	1757-00-00	1757		France		unknown
EE	ballosylva024021	"lawyer,notary"			0	0	0	Sylvain Ballot	"Ballot, Sylvain"										Legal								Male	French	1683-00-00	1683	1750-00-00	1750		France		unknown
EE	maigngille002445	"aristocrat,judge"	judge		0	0	0	"Gilles Henri Maignard, marquis de Bernières"	"Maignard, Gilles Henri, marquis de Bernières"	Yes	marquis							"Aristocracy, Elite, Government"	Legal								Male	French	1683-00-00	1683	10/18/1734	1734		France		unknown
EE	roypierr00003048	librettist			0	1	1	Pierre Charles Roy	"Roy, Pierre Charles"				http://en.wikipedia.org/wiki/Pierre-Charles_Roy	22167834	http://viaf.org/22167834		Letters_Literary		"Artist, Cultural"		Academy of Inscriptions	Yes		Yes		"Sceaux, Quinault"	Male	French	1683-00-00	1683	1764-00-00	1764		unknown		unknown
EE	asselgille000118	"academic,college principal,poet,author"			9	0	9	Gilles Thomas Asselin	"Asselin, Gilles Thomas"								Letters_Literary		Education								Male	French	12/21/1684	1684	10/11/1767	1767	Vire	France	Issy-les-Moulineaux	France
EE	cordimargu000734	"author,writer of memoirs"			3	3	6	"Marguerite Jeanne de Staal, baronne de Staal"	"Staal, Marguerite Jeanne de, baronne de Staal"	Yes	baronne		"http://en.wikipedia.org/wiki/Marguerite_de_Launay,_baronne_de_Staal"	17294383	http://viaf.org/17294383		Letters_Literary	"Elite, Court, Aristocracy"								"Sceaux, Lambert"	Female	French	8/30/1684	1684	6/15/1750	1750	Paris	France	Gennevilliers	France
EE	fouqucharl001601	"general,army officer,diplomat,soldier,aristocrat"	diplomat	high-ranking_general	4	2	6	"Charles Louis Auguste Fouquet, duc de Belle-Isle"	"Fouquet, Charles Louis Auguste, duc de Belle-Isle"	Yes	duc		http://fr.wikipedia.org/wiki/Charles_Louis_Auguste_Fouquet_de_Belle-Isle					"Government, Military, Aristocracy, Elite"	Cultural		French Academy	Yes		Yes			Male	French	9/22/1684	1684	1/26/1761	1761	Villefranche-de-Rouergue	France		unknown
EE	parisjosep002753	financier			3	0	3	Joseph Paris Duverney	"Paris Duverney, Joseph"				http://en.wikipedia.org/wiki/Joseph_Pâris_dit_Duverney	49577307	http://viaf.org/49577307				Finance-banking								Male	French	1684-00-00	1684	1770-00-00	1770		France		unknown
EE	fabiopierr001505	"clergyman,author"			1	0	1	Pierre Charles Fabiot Aunillon	"Fabiot Aunillon, Pierre Charles"					41956893	http://viaf.org/41956893		Letters_Literary			Clergy							Male	French	1684-00-00	1684	1760-00-00	1760		France		unknown
EE	lenorcharl002262	financier			1	0	1	Charles François Le Normant de Tournehem	"Le Normant de Tournehem, Charles François"	Yes									Finance-banking								Male	French	1684-00-00	1684	1751-00-00	1751		France		unknown
EE	lordeelisa002369	"artist's daughter,painter's daughter"			1	0	1	Elisabeth Anne Lordelot	"Lordelot, Elisabeth Anne"																		Female	French	1684-00-00	1684				France		unknown
EE	bertojeanl024351	churchman			0	0	0	"Jean Louis de Berton Des Balbes de Crillon, archevêque de Narbonne"	"Berton Des Balbes de Crillon, Jean Louis de, archevêque de Narbonne"	Yes		archevêque						"Elite, Aristocracy"		Catholic_High-ranking officials							Male	French	1684-00-00	1684	1751-00-00	1751		France		unknown
EE	froullouis001003	"army officer,diplomat,soldier"	diplomat	officer	0	1	1	Louis Gabriel de Froulay	"Froulay, Louis Gabriel de"	Yes								"Military, Government"									Male	French	1684-00-00	1684	1766-00-00	1766		unknown		unknown
EE	gravesuzan001798	actress			0	0	0	"Suzanne Catherine Gravet de Corsembleu de Livry, marquise de Gouvernet"	"Gravet de Corsembleu de Livry, Suzanne Catherine, marquise de Gouvernet"	Yes	marquise							Aristocracy	Artist								Female	French	1684-00-00	1684	1778-00-00	1778		France		unknown
"EE, CNRS-D"	lapimpierr023102	"academy member,government minister,author"	minister		0	2	2	"Pierre Joseph Lapimpie, chevalier de Solignac"	"Lapimpie, Pierre Joseph, chevalier de Solignac"	Yes	chevalier			69272896	http://viaf.org/viaf/69272896/		Letters_Literary	"Elite, Government, Aristocracy"	Cultural		"Academy of Stanislas, Academy of La Rochelle"						Male	French	1684-00-00	1684	1773-00-00	1773		France		unknown
EE	lataslouis001062	"theologian,religious controversialist,churchman"			0	1	1	"Louis Bernard de La Taste, évêque de Bethléem"	"La Taste, Louis Bernard de, évêque de Bethléem"	Yes		évêque					Letters_Religious		Education	Catholic_Clergy							Male	French	1684-00-00	1684	4/22/1754	1754	Bordeaux	France		unknown
